_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
5221,A1355081,MISTER,DOG,RED,,CHIHUAHUA LH,NEUTERED,2023-03-11T00:00:00,2 YEARS,2024-10-31T00:00:00,HEALTHY,RETURN,,,2024-10-31T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2025-03-17T00:00:00
5222,A1355082,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2024-08-28T00:00:00,9 MONTHS,2024-09-10T00:00:00,NURSING,STRAY,OTC,,2024-09-13T00:00:00,RESCUE,,NURSING,S 10TH ST,SAN JOSE,2024-09-13T00:00:00
5223,A1355087,,BIRD,BROWN,,CHICKEN,MALE,,NO AGE,2024-09-10T00:00:00,HEALTHY,OWNER SUR,FIELD,,2024-09-27T00:00:00,TRANSFER,,HEALTHY,,SAN JOSE,2024-09-27T00:00:00
5224,A1355088,,BIRD,BROWN,,CHICKEN,MALE,,NO AGE,2024-09-10T00:00:00,HEALTHY,OWNER SUR,FIELD,,2024-09-27T00:00:00,TRANSFER,,HEALTHY,,SAN JOSE,2024-09-27T00:00:00
5225,A1355089,PUNKIE,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2024-02-15T00:00:00,1 YEAR 3 MONTHS,2024-09-11T00:00:00,HEALTHY,STRAY,FIELD,,2024-10-04T00:00:00,FOSTER,,,E SANTA CLARA X 11TH,SAN JOSE,2024-10-04T00:00:00
5226,A1355089,PUNKIE,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2024-02-15T00:00:00,1 YEAR 3 MONTHS,2024-11-19T00:00:00,HEALTHY,FOSTER,,IP ADOPT,2024-11-19T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-19T00:00:00
5227,A1355090,TRAP 6,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,HEALTHY,,SAN JOSE,2024-09-11T00:00:00
5228,A1355091,TRAP 25,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-12-26T00:00:00
5229,A1355092,TRAP 18,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-09-11T00:00:00
5230,A1355093,TRAP 24,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,HEALTHY,,SAN JOSE,2024-09-11T00:00:00
5231,A1355094,TRAP 3,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,HEALTHY,,SAN JOSE,2024-09-11T00:00:00
5232,A1355095,TRAP 2,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,MILPITAS,2024-12-26T00:00:00
5233,A1355096,TRAP 10,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-12-26T00:00:00
5234,A1355097,TRAP 16,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,DIED,,MED EMERG,,SAN JOSE,2024-09-11T00:00:00
5235,A1355098,MANGO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-08T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-09-15T00:00:00,FOSTER,,MED R,INTERBAY DR X WAVERLY AVE,SAN JOSE,2024-09-15T00:00:00
5236,A1355098,MANGO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-08T00:00:00,9 MONTHS,2024-09-26T00:00:00,MED R,FOSTER,,,2024-09-26T00:00:00,FOSTER,,MED R,INTERBAY DR X WAVERLY AVE,SAN JOSE,2024-11-19T00:00:00
5237,A1355098,MANGO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-08T00:00:00,9 MONTHS,2024-11-19T00:00:00,MED R,FOSTER,,,2024-11-19T00:00:00,FOSTER,,HEALTHY,INTERBAY DR X WAVERLY AVE,SAN JOSE,2024-11-19T00:00:00
5238,A1355098,MANGO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-08T00:00:00,9 MONTHS,2024-11-20T00:00:00,MED R,FOSTER,,IP ADOPT,2024-11-20T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-20T00:00:00
5239,A1355099,ARTIE,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2022-09-22T00:00:00,2 YEARS,2024-09-12T00:00:00,HEALTHY,TRANSFER,SVACA,,,,,,N 10TH ST & E TAYLOR ST,SAN JOSE,2025-04-29T00:00:00
5240,A1355100,TRAP 19,CAT,TABBY-BUFF,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-12-26T00:00:00
5241,A1355101,TRAP 34,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-09-11T00:00:00
5242,A1355102,TRAP 8,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,HEALTHY,,SAN JOSE,2024-09-11T00:00:00
5243,A1355103,TRAP 27,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-21T00:00:00,RTF,,FERAL,,SAN JOSE,2024-09-21T00:00:00
5244,A1355104,TRAP 3,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-12-26T00:00:00
5245,A1355106,TRAP 32,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-11T00:00:00,FERAL,S/N CLINIC,,,2024-09-11T00:00:00,RTF,,FERAL,,SAN JOSE,2024-12-26T00:00:00
5246,A1355119,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2024-09-11T00:00:00,MED M,STRAY,FIELD,,2024-09-11T00:00:00,TRANSFER,,MED M,GREGORICH DR,SAN JOSE,2024-09-11T00:00:00
5247,A1355120,,CAT,BLACK,,DOMESTIC SH,MALE,2024-07-11T00:00:00,10 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-09-20T00:00:00,RESCUE,,MED R,YARD CT X TIMOTHY DR,SAN JOSE,2024-09-20T00:00:00
5248,A1355141,HOBGOBLIN,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-07-21T00:00:00,10 MONTHS,2024-09-11T00:00:00,HEALTHY,STRAY,OTC,,2024-10-12T00:00:00,ADOPTION,,,S BASCOM AVE/EISENHOWER DR,SAN JOSE,2024-10-12T00:00:00
5249,A1355142,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-07-21T00:00:00,8 WEEKS,2024-09-11T00:00:00,HEALTHY,STRAY,OTC,,2024-09-21T00:00:00,EUTH,,MED SEV,S BASCOM AVE/EISENHOWER DR,SAN JOSE,2024-09-21T00:00:00
5250,A1355176,PINK,DOG,TAN,,PIT BULL,SPAYED,2023-03-15T00:00:00,2 YEARS,2024-09-11T00:00:00,HEALTHY,STRAY,FIELD,,2024-09-20T00:00:00,RTO,,HEALTHY,GUADALUPE FWY 87 / W JULIAN ST,SAN JOSE,2024-09-20T00:00:00
5251,A1355179,ARYIAN,DOG,TAN,,PIT BULL,SPAYED,2023-04-15T00:00:00,2 YEARS,2024-09-11T00:00:00,HEALTHY,STRAY,FIELD,,2024-09-20T00:00:00,RTO,,HEALTHY,GUADALUPE FWY 87 / W JULIAN ST,SAN JOSE,2024-09-20T00:00:00
5252,A1355181,JULIAN,DOG,TAN,,PIT BULL,NEUTERED,2024-02-15T00:00:00,1 YEAR 3 MONTHS,2024-09-11T00:00:00,HEALTHY,STRAY,FIELD,IP ADOPT,2024-09-17T00:00:00,ADOPTION,,HEALTHY,GUADALUPE FWY 87 / W JULIAN ST,SAN JOSE,2024-09-17T00:00:00
5253,A1355189,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2024-08-11T00:00:00,9 WEEKS,2024-09-11T00:00:00,HEALTHY,STRAY,OTC,,2024-10-17T00:00:00,EUTH,,MED SEV,HELLYER AVE X SACRAMENTO AVE,SAN JOSE,2024-10-18T00:00:00
5254,A1355190,SQUATTER,CAT,WHITE,TABBY-BRN,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-11T00:00:00,MED EMERG,STRAY,FIELD,,2024-09-11T00:00:00,RTO,,MED EMERG,100 BLOCK SPYGLASS HILL,SAN JOSE,2024-09-11T00:00:00
5255,A1355196,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,2024-09-11T00:00:00,MED SEV,STRAY,OTC,,2024-09-11T00:00:00,DIED,,MED SEV,BUENA VISTA AVE X SAN CARLOS,SAN JOSE,2024-09-11T00:00:00
5256,A1355201,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-07-30T00:00:00,10 MONTHS,2024-09-11T00:00:00,BEH U,STRAY,FIELD,,2024-10-06T00:00:00,ADOPTION,,HEALTHY,COTTON TRAIL X STORY,SAN JOSE,2024-10-06T00:00:00
5257,A1355209,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-09-11T00:00:00,MED SEV,WILDLIFE,FIELD,,2024-09-11T00:00:00,TRANSFER,,MED SEV,BLOSSOM GARDENS CIR / HAYES AVE,SAN JOSE,2024-09-11T00:00:00
5258,A1355242,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,,,2024-09-11T00:00:00,DISPOSAL,,DEAD,PORT WAY X IVY GLEN DR,SAN JOSE,2024-09-11T00:00:00
5259,A1355243,,CAT,GRAY,,DOMESTIC SH,MALE,2024-08-11T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-09-21T00:00:00,RESCUE,,MED R,GARDEN AVE / LEWIS RD,SAN JOSE,2025-03-13T00:00:00
5260,A1355246,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,OTC,,2024-10-24T00:00:00,DISPOSAL,,DEAD,S 20TH ST / E SAN FERNANDO ST,SAN JOSE,2024-10-24T00:00:00
5261,A1355268,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-01T00:00:00,7 WEEKS,2024-09-11T00:00:00,MED SEV,STRAY,OTC,,2024-09-18T00:00:00,EUTH,,MED SEV,FLEMMING AVE X MERCHANT CT,SAN JOSE,2024-09-18T00:00:00
5262,A1355271,PHANTOM,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-08-12T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-09-13T00:00:00,FOSTER,,MED R,BARLETTA LN,SAN JOSE,2024-09-13T00:00:00
5263,A1355271,PHANTOM,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-08-12T00:00:00,9 MONTHS,2024-09-27T00:00:00,MED R,FOSTER,,,2024-09-28T00:00:00,FOSTER,,MED R,BARLETTA LN,SAN JOSE,2024-09-28T00:00:00
5264,A1355271,PHANTOM,CAT,BLACK,,DOMESTIC SH,NEUTERED,2024-08-12T00:00:00,9 MONTHS,2024-10-05T00:00:00,MED R,FOSTER,,,2024-10-29T00:00:00,ADOPTION,,HEALTHY,BARLETTA LN,SAN JOSE,2024-10-29T00:00:00
5265,A1355286,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-11T00:00:00,DISPOSAL,,DEAD,MILLER X SQUIREDELL,SAN JOSE,2024-09-11T00:00:00
5266,A1355289,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-11T00:00:00,DISPOSAL,,DEAD,BLUE SPRUCE WAY / FALLEN LEAF DR,MILPITAS,2024-09-11T00:00:00
5267,A1355293,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-11T00:00:00,DISPOSAL,,DEAD,AVONDALE X BOLLINGER,SAN JOSE,2024-09-11T00:00:00
5268,A1355305,,CAT,TABBY-BUFF,,DOMESTIC MH,UNKNOWN,,NO AGE,2024-09-11T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-11T00:00:00,DISPOSAL,,DEAD,BELGROVE CT,SAN JOSE,2024-09-11T00:00:00
5269,A1355307,,BIRD,BROWN,BLACK,HAWK,UNKNOWN,,NO AGE,2024-09-11T00:00:00,MED R,WILDLIFE,FIELD,,2024-09-11T00:00:00,TRANSFER,,MED R,JULIAN,SAN JOSE,2024-09-23T00:00:00
5270,A1355309,TNR,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2021-09-11T00:00:00,3 YEARS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-09-29T00:00:00,RTF,,FERAL,MONTEREY RD,SAN JOSE,2024-09-29T00:00:00
5271,A1355311,HAPPY,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-08-04T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-10-13T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-10-13T00:00:00
5272,A1355312,HELLIE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-08-04T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-10-13T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-10-13T00:00:00
5273,A1355313,BLUEBERRY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-08-04T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-10-13T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-10-13T00:00:00
5274,A1355315,PUFF PASTRY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-08-04T00:00:00,9 MONTHS,2024-09-11T00:00:00,MED R,STRAY,OTC,,2024-10-15T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD,SAN JOSE,2024-10-15T00:00:00
5275,A1355336,SIR TUBBZ,CAT,PT-LILAC,,BRITISH SH,NEUTERED,2023-09-12T00:00:00,1 YEAR 8 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-09-27T00:00:00,ADOPTION,,HEALTHY,N FIRST ST / E BROKAW RD,SAN JOSE,2024-09-27T00:00:00
5276,A1355338,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-12T00:00:00,MED SEV,STRAY,OTC,,2024-09-12T00:00:00,EUTH,,MED SEV,MONTEREY RD & ROEDER RD,SAN JOSE,2024-09-16T00:00:00
5277,A1355339,MILO,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,FOUND,,2024-09-27T00:00:00,FOSTER,,,FENTON ST & GOLF DR,SAN JOSE,2025-03-13T00:00:00
5278,A1355339,MILO,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,IP ADOPT,2024-11-12T00:00:00,FOSTER,,HEALTHY,FENTON ST & GOLF DR,SAN JOSE,2024-11-12T00:00:00
5279,A1355339,MILO,DOG,TAN,WHITE,CHIHUAHUA SH,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-11-12T00:00:00,HEALTHY,FOSTER,,IP ADOPT,2024-11-12T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-12T00:00:00
5280,A1355342,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-12T00:00:00,DISPOSAL,,DEAD,500 BLOCK W VIRGINIA ST,SAN JOSE,2024-09-12T00:00:00
5281,A1355360,,CAT,TABBY-BUFF,,DOMESTIC SH,FEMALE,2024-04-12T00:00:00,5 MONTHS,2024-09-12T00:00:00,MED SEV,STRAY,OTC,,2024-09-12T00:00:00,EUTH,,MED SEV,CASALINO CT X RENO DR,SAN JOSE,2024-09-12T00:00:00
5282,A1355377,ZUES,DOG,GRAY,,PIT BULL,NEUTERED,2022-09-22T00:00:00,2 YEARS,2024-09-12T00:00:00,BEH U,EUTH REQ,FIELD OWN,ESCAPES,2025-03-05T00:00:00,ADOPTION,,BEH U,,SAN JOSE,2025-03-05T00:00:00
5283,A1355382,EURYDICE,DOG,BLACK,,GERM SHEPHERD,SPAYED,2024-01-15T00:00:00,1 YEAR 4 MONTHS,2024-09-12T00:00:00,BEH U,EUTH REQ,FIELD OWN,ESCAPES,2024-10-20T00:00:00,FOSTER,,,,SAN JOSE,2024-10-20T00:00:00
5284,A1355382,EURYDICE,DOG,BLACK,,GERM SHEPHERD,SPAYED,2024-01-15T00:00:00,1 YEAR 4 MONTHS,2024-12-12T00:00:00,HEALTHY,FOSTER,,,2024-12-12T00:00:00,ADOPTION,,HEALTHY,,OUT OF COUNTY,2024-12-12T00:00:00
5285,A1355384,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-12T00:00:00,DISPOSAL,,DEAD,BOYTON AVE / BLACKFORD AVE,SAN JOSE,2024-09-12T00:00:00
5286,A1355403,LIA,DOG,WHITE,,PIT BULL,FEMALE,2022-09-12T00:00:00,2 YEARS,2024-10-03T00:00:00,MED M,CONFISCATE,ASO,,2024-10-10T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-10-10T00:00:00
5287,A1355408,RUFIO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-07-12T00:00:00,10 MONTHS,2024-09-12T00:00:00,MED R,STRAY,MEDVET,,2024-11-29T00:00:00,ADOPTION,,HEALTHY,1300 BLOCK OF ORLANDO DR.,SAN JOSE,2024-11-29T00:00:00
5288,A1355419,,BIRD,BROWN,WHITE,HAWK,UNKNOWN,,NO AGE,2024-09-12T00:00:00,MED R,WILDLIFE,FIELD,,2024-09-12T00:00:00,TRANSFER,,MED R,5800 BLOCK SILVER LEAF RD,SAN JOSE,2024-09-12T00:00:00
5289,A1355422,SHARKEESHA,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2024-08-01T00:00:00,9 MONTHS,2024-11-14T00:00:00,HEALTHY,FOSTER,,,2024-11-16T00:00:00,ADOPTION,,HEALTHY,,,2024-11-16T00:00:00
5290,A1355424,ROCKY,DOG,BROWN,BLACK,POMERANIAN,NEUTERED,2023-10-10T00:00:00,1 YEAR 7 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,MEDVET,,2024-09-18T00:00:00,ADOPTION,,HEALTHY,SEVEN TREES BLVD / CAPITOL EXPWY.,SAN JOSE,2024-09-18T00:00:00
5291,A1355424,ROCKY,DOG,BROWN,BLACK,POMERANIAN,NEUTERED,2023-10-10T00:00:00,1 YEAR 7 MONTHS,2024-10-09T00:00:00,HEALTHY,RETURN,OTC,LANDLORD,2024-10-10T00:00:00,TRANSFER,,HEALTHY,,SAN JOSE,2024-10-30T00:00:00
5292,A1355430,COMET,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-07-17T00:00:00,10 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-09-29T00:00:00,ADOPTION,,HEALTHY,S CAPITOL AVE & BAMBI LN,SAN JOSE,2024-09-29T00:00:00
5293,A1355434,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-28T00:00:00,6 WEEKS,2024-09-12T00:00:00,MED R,STRAY,OTC,,2024-09-27T00:00:00,FOSTER,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-09-27T00:00:00
5294,A1355434,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-28T00:00:00,6 WEEKS,2024-10-03T00:00:00,MED R,FOSTER,,,2024-10-03T00:00:00,DIED,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-03T00:00:00
5295,A1355434,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-28T00:00:00,6 WEEKS,2024-10-03T00:00:00,NURSING,FOSTER,,,2024-10-05T00:00:00,DIED,,NURSING,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-07T00:00:00
5296,A1355434,,CAT,BLACK,,DOMESTIC SH,MALE,2024-08-28T00:00:00,6 WEEKS,2024-09-30T00:00:00,MED R,FOSTER,,,2024-10-01T00:00:00,FOSTER,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-01T00:00:00
5297,A1355436,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2024-08-28T00:00:00,4 WEEKS,2024-09-12T00:00:00,NURSING,STRAY,OTC,,2024-09-23T00:00:00,EUTH,,MED SEV,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-09-23T00:00:00
5298,A1355437,LIL SLEEPY,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2024-08-28T00:00:00,9 MONTHS,2024-09-12T00:00:00,MED R,STRAY,OTC,,2024-09-27T00:00:00,FOSTER,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-09-27T00:00:00
5299,A1355437,LIL SLEEPY,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2024-08-28T00:00:00,9 MONTHS,2024-09-30T00:00:00,MED R,FOSTER,,,2024-10-01T00:00:00,FOSTER,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-01T00:00:00
5300,A1355437,LIL SLEEPY,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2024-08-28T00:00:00,9 MONTHS,2024-10-05T00:00:00,MED R,FOSTER,,,2024-10-08T00:00:00,FOSTER,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-08T00:00:00
5301,A1355437,LIL SLEEPY,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2024-08-28T00:00:00,9 MONTHS,2024-10-25T00:00:00,MED R,FOSTER,,,2024-10-25T00:00:00,RESCUE,,MED R,3100 BLOCK SYLVAN DR / HAYWORTH DR,SAN JOSE,2024-10-25T00:00:00
5302,A1355438,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-12T00:00:00,DISPOSAL,,DEAD,CAPITOL X MOORBROOK,SAN JOSE,2024-09-12T00:00:00
5303,A1355442,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-12T00:00:00,DISPOSAL,,DEAD,BERRYESSA X MATTERHORN,SAN JOSE,2024-09-12T00:00:00
5304,A1355470,ROMEO,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-12T00:00:00,MED R,STRAY,OTC,,2024-09-22T00:00:00,ADOPTION,,HEALTHY,EL BOSQUE DR,SAN JOSE,2024-09-22T00:00:00
5305,A1355481,MISTER,DOG,TAN,WHITE,BORDER TERRIER,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-09-28T00:00:00,ADOPTION,,HEALTHY,NATURE DR / COTTLE RD,SAN JOSE,2024-09-28T00:00:00
5306,A1355482,PICKLES,DOG,TAN,WHITE,BORDER TERRIER,SPAYED,2024-06-27T00:00:00,11 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-09-20T00:00:00,ADOPTION,,HEALTHY,NATURE DR / COTTLE RD,SAN JOSE,2024-09-20T00:00:00
5307,A1355483,MILO,DOG,WHITE,,BORDER TERRIER,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-09-28T00:00:00,ADOPTION,,HEALTHY,NATURE DR / COTTLE RD,SAN JOSE,2024-09-28T00:00:00
5308,A1355485,,CAT,CALICO-TRI,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-12T00:00:00,DISPOSAL,,DEAD,SIERRA X BURNHAM,SAN JOSE,2024-09-12T00:00:00
5309,A1355579,TNR,CAT,BLACK,WHITE,DOMESTIC LH,NEUTERED,,NO AGE,2024-09-12T00:00:00,MED R,STRAY,OTC,,2024-09-24T00:00:00,RTF,,FERAL,TAMI LEE DR X CRUCERO DR,SAN JOSE,2024-09-24T00:00:00
5310,A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12T00:00:00,2 YEARS,2024-09-12T00:00:00,HEALTHY,STRAY,OTC,,2024-12-01T00:00:00,ADOPTION,,HEALTHY,ABORN RD,SAN JOSE,2024-12-01T00:00:00
5311,A1355617,COOPER,DOG,WHITE,,SIBERIAN HUSKY,NEUTERED,2022-09-12T00:00:00,2 YEARS,2024-12-02T00:00:00,HEALTHY,RETURN,,,2024-12-11T00:00:00,FOSTER,,,,SAN JOSE,2024-12-27T00:00:00
5312,A1355623,TNR,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-12T00:00:00,FERAL,STRAY,OTC,,2024-09-21T00:00:00,RTF,,FERAL,PENITENCIA CREEK TRAIL X BERRYESSA RD,SAN JOSE,2024-09-21T00:00:00
5313,A1355624,,CAT,TABBY-GRAY,,DOMESTIC LH,UNKNOWN,,NO AGE,2024-09-12T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-12T00:00:00,DISPOSAL,,DEAD,1700 BLOCK ARIZONA,MILPITAS,2024-09-12T00:00:00
5314,A1355660,KIMIKO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-08-24T00:00:00,9 MONTHS,2024-09-12T00:00:00,MED R,STRAY,OTC,,2024-09-14T00:00:00,FOSTER,,MED R,JULIAN ST,SAN JOSE,2024-10-11T00:00:00
